"Asutuse registrikood";"Asutuse täisnimi";"Maakond, linn/vald, küla";"Tänav/maja";"Arhiv. kp";"Lõp.akt.nimi";"Lõpet. nr";"Lõpetamise akti kuupäev";"Lõpet.kp";"Arhiivis";"E-mail"
"75014942";"Tallinna Linnaarhiiv";"Tallinn, Harju maakond";"Tolli 6";"";"";"";"00000000";"";"";"LINNAARHIIV@TALLINNLV.EE"
"75014920";"Tallinna Linnakantselei";"Tallinn, Harju maakond";"Vabaduse väljak 7";"";"";"";"00000000";"";"";"LVPOST@TALLINNLV.EE"
"75016183";"Tallinna Linnamuuseum";"Tallinn, Harju maakond";"Vene 17";"";"";"";"00000000";"";"";"INFO@LINNAMUUSEUM.EE"
"75017099";"Tallinna Linnamäe Lasteaed";"Tallinn, Harju maakond";"Linnamäe 4";"";"";"";"00000000";"";"";"LINNAMAE@LA.TLN.EDU.EE"
"75016898";"Tallinna Linnamäe Vene Lütseum";"Tallinn, Harju maakond";"Linnamäe 10";"";"";"";"00000000";"";"";"LINNAMAE@LINNAMAE.TLN.EDU.EE"
"75023823";"Tallinna Linnaplaneerimise Amet";"Tallinn, Harju maakond";"Vabaduse väljak 7";"";"";"";"00000000";"";"";"TLPA@TALLINNLV.EE"
"75016094";"Tallinna Linnateater";"Tallinn, Harju maakond";"Lai 23";"";"";"";"00000000";"";"";"LINNATEATER@LINNATEATER.EE"
"75023757";"Tallinna Linnavaraamet";"Tallinn, Harju maakond";"Vabaduse väljak 10";"";"";"";"00000000";"";"";"LINNAVARAAMET@TALLINNLV.EE"
"75015031";"Tallinna Linnavolikogu Kantselei";"Tallinn, Harju maakond";"Vana-Viru 12";"";"";"";"00000000";"";"";"INFOPUNKT@VOLIKOGU.TALLINNLV.EE"
"75016605";"Tallinna Linnupesa Lasteaed";"Tallinn, Harju maakond";"Lagle pst 3";"";"";"";"00000000";"";"";"LINNUPESA@LA.TLN.EDU.EE"
"75017107";"Tallinna Loitsu Lasteaed";"Tallinn, Harju maakond";"Loitsu 8";"";"";"";"00000000";"";"";"LJUBOV.BENKSOHN@LOITSU.EDU.EE"
"75016102";"Tallinna Loomaaed";"Tallinn, Harju maakond";"Ehitajate tee 150 / Paldiski mnt 145";"";"";"";"00000000";"";"";"ZOO@TALLINNLV.EE"
"75018354";"Tallinna Luha Lasteaed";"Tallinn, Harju maakond";"Luha 29";"";"";"";"00000000";"";"";"LUHA@LUHALA.EDU.EE"
"75016906";"Tallinna Läänemere Gümnaasium";"Tallinn, Harju maakond";"Vormsi 3";"";"";"";"00000000";"";"";"LAANEMERE@LAANEMERE.TLN.EDU.EE"
"75017113";"Tallinna Läänemere Lasteaed";"Tallinn, Harju maakond";"Läänemere tee 56";"";"";"";"00000000";"";"";"LAANEMERE@LA.TLN.EDU.EE"
"75017722";"Tallinna Magdaleena Lasteaed";"Tallinn, Harju maakond";"Asula 16";"";"";"";"00000000";"";"";"MAGDALEENA@MAGDALEENA.TLN.EDU.EE"
"75017121";"Tallinna Mahtra Lasteaed";"Tallinn, Harju maakond";"Mahtra 19";"";"";"";"00000000";"";"";"MAHTRA@LA.TLN.EDU.EE"
"75016912";"Tallinna Mahtra Põhikool";"Tallinn, Harju maakond";"Mahtra 60";"";"";"";"00000000";"";"";"MAHTRA@MAHTRA.EDU.EE"
"70003460";"Tallinna Majanduskool";"Tallinn, Harju maakond";"Tammsaare tee 147";"";"";"";"00000000";"";"";"INFO@TMK.EDU.EE"
"75029731";"Tallinna Mardi Lasteaed";"Tallinn, Harju maakond";"Mardi 5, Lastekodu 4";"00000000";"";"";"00000000";"00000000";"";"MARDI@LA.TLN.EDU.EE"
"75019193";"Tallinna Meelespea Lasteaed";"Tallinn, Harju maakond";"Õismäe tee 92";"";"";"";"00000000";"";"";"INFO@MEELESPEA.EDU.EE"
"75016823";"Tallinna Merekalda Kool";"Tallinn, Harju maakond";"Läänemere tee 31";"";"";"";"00000000";"";"";"MEREKALDA@MEREKALDA.EDU.EE"
"75018331";"Tallinna Mesimummu Lasteaed";"Tallinn, Harju maakond";"Tartu mnt 57";"";"";"";"00000000";"";"";"INFO@MESIMUMMU.EDU.EE"
"75017142";"Tallinna Muhu Lasteaed";"Tallinn, Harju maakond";"Linnamäe tee 6";"";"";"";"00000000";"";"";"MUHU@LA.TLN.EDU.EE"
"75016540";"Tallinna Muinasjutu Lasteaed";"Tallinn, Harju maakond";"Energia 11";"";"";"";"00000000";"";"";"MUINASJUTU@HOT.EE"
"75034502";"Tallinna Munitsipaalpolitsei Amet";"Tallinn, Harju maakond";"Paldiski mnt 48a";"00000000";"";"";"00000000";"00000000";"";"MUNITSIPAALPOLITSEI@TALLINNLV.EE"
"75017159";"Tallinna Mustakivi Lasteaed";"Tallinn, Harju maakond";"Kivila 9";"";"";"";"00000000";"";"";"MUSTAKIVI@LA.TLN.EDU.EE"
"75018503";"Tallinna Mustamäe Gümnaasium";"Tallinn, Harju maakond";"Keskuse 18";"";"";"";"00000000";"";"";"KOOL@MG.EDU.EE"
"75018519";"Tallinna Mustamäe Humanitaargümnaasium";"Tallinn, Harju maakond";"A.H.Tammsaare tee 145";"";"";"";"00000000";"";"";"MHUM@MHUM.TLN.EDU.EE"
"75018526";"Tallinna Mustamäe Reaalgümnaasium";"Tallinn, Harju maakond";"E.Vilde tee 64";"";"";"";"00000000";"";"";"MREAL@MREAL.TLN.EDU.EE"
"75018992";"Tallinna Mustjõe Gümnaasium";"Tallinn, Harju maakond";"Paldiski mnt 83";"";"";"";"00000000";"";"";"MUSTJOE@MUSTJOE.TLN.EDU.EE"
"75016616";"Tallinna Mutionu Lasteaed";"Tallinn, Harju maakond";"Mehaanika 17";"";"";"";"00000000";"";"";"MUTIONU@MUTIONU.EDU.EE"
"70004287";"Tallinna Muusikakeskkool";"Tallinn, Harju maakond";"Vabaduse pst 130";"";"";"";"00000000";"";"";"TMKK@TMKK.EDU.EE"
"75016160";"Tallinna Muusikakool";"Tallinn, Harju maakond";"Narva mnt 28";"";"";"";"00000000";"";"";"INFO@MK.EDU.EE"
"75019075";"Tallinna Männi Lasteaed";"Tallinn, Harju maakond";"E. Vilde tee 103";"";"";"";"00000000";"";"";"MANNI@LA.TLN.EDU.EE"
"75017509";"Tallinna Männiku Lasteaed";"Tallinn, Harju maakond";"Valdeku 97";"";"";"";"00000000";"";"";"MANNIKU@LA.TLN.EDU.EE"
"75019098";"Tallinna Männikäbi Lasteaed";"Tallinn, Harju maakond";"Kadaka tee 155";"";"";"";"00000000";"";"";"MANNIKABI@LA.TLN.EDU.EE"
"75018288";"Tallinna Mürakaru Lasteaed";"Tallinn, Harju maakond";"V. Reimani tn 3";"";"";"";"00000000";"";"";"DIREKTOR@MYRAKARU.EDU.EE"
"75019201";"Tallinna Nurmenuku Lasteaed";"Tallinn, Harju maakond";"Õismäe tee 26";"";"";"";"00000000";"";"";"NURMENUKU@LA.TLN.EDU.EE"
"75016651";"Tallinna Nõmme Gümnaasium";"Tallinn, Harju maakond";"Raudtee 73";"";"";"";"00000000";"";"";"TNG@TNG.EE"
"75016668";"Tallinna Nõmme Noortemaja";"Tallinn, Harju maakond";"Nurme 40";"";"";"";"00000000";"";"";"NNM@NNM.EDU.EE"
"75016674";"Tallinna Nõmme Põhikool";"Tallinn, Harju maakond";"Raudtee 68";"";"";"";"00000000";"";"";"NOMMEPK@NOMMEPK.TLN.EDU.EE"
"75035453";"Tallinna Padriku Lasteaed";"Tallinn, Harju maakond";"Padriku tee 10";"00000000";"";"";"00000000";"00000000";"";"PADRIKU@LA.TLN.EDU.EE"
"75016935";"Tallinna Pae Gümnaasium";"Tallinn, Harju maakond";"Pae 5";"";"";"";"00000000";"";"";"PAE@PAE.TLN.EDU.EE"
"75017194";"Tallinna Pae Lasteaed";"Tallinn, Harju maakond";"Pae 50a";"";"";"";"00000000";"";"";"PAE@LA.TLN.EDU.EE"
"75017165";"Tallinna Paekaare Lasteaed";"Tallinn, Harju maakond";"Pae 51";"";"";"";"00000000";"";"";"PAEKAARELA@LA.TLN.EDU.EE"
"75017171";"Tallinna Pallasti Lasteaed";"Tallinn, Harju maakond";"Pallasti 39";"";"";"";"00000000";"";"";"PALLASTI@LA.TLN.EDU.EE"
"75016148";"Tallinna Pelgulinna Rahvamaja";"Tallinn, Harju maakond";"Telliskivi 56";"";"";"";"00000000";"";"";""
"75033649";"Tallinna Perekeskus";"Tallinn, Harju maakond";"Asula 11";"00000000";"";"";"00000000";"00000000";"";"INFO@PL.EE"
"75014853";"Tallinna Perekonnaseisuamet";"Tallinn, Harju maakond";"Pärnu mnt 67";"";"";"";"00000000";"";"";"PRKSA@TALLINNLV.EE"
"75017515";"Tallinna Piiri Lasteaed";"Tallinn, Harju maakond";"Külvi 14";"";"";"";"00000000";"";"";"PIIRI@LA.TLN.EDU.EE"
"70003974";"Tallinna Polütehnikum";"Tallinn, Harju maakond";"Pärnu mnt 57";"";"";"";"00000000";"";"";"INFO@TPTLIVE.EE"
"75017739";"Tallinna Prantsuse Lütseum";"Tallinn, Harju maakond";"Hariduse 3, Hariduse 8";"";"";"";"00000000";"";"";"TPL@TPL.EDU.EE"
"75017188";"Tallinna Priisle Lasteaed";"Tallinn, Harju maakond";"Kärberi 31";"";"";"";"00000000";"";"";"PRIISLE@LA.TLN.EDU.EE"
"75018147";"Tallinna Päevalille Lasteaed";"Tallinn, Harju maakond";"Raua 53";"";"";"";"00000000";"";"";"PAEVALILLE@HOT.EE"
"75018319";"Tallinna Päikesejänku Lasteaed";"Tallinn, Harju maakond";"Invaliidi tn 5";"";"";"";"00000000";"";"";"PAIKESEJANKU@JANKU.EDU.EE"
"75016697";"Tallinna Pääsküla Gümnaasium";"Nõmme l.-osa, Tallinn vald, Harju maakond";"Vikerkaare 10/Põllu 109";"";"";"";"00000000";"";"";"PAASKYLA@PAASKYLA.TLN.EDU.EE"
"75017202";"Tallinna Raadiku Lasteaed";"Tallinn, Harju maakond";"Mahtra 13";"";"";"";"00000000";"";"";"RAADIKU@LA.TLN.EDU.EE"
"75016705";"Tallinna Rahumäe Põhikool";"Tallinn, Harju maakond";"Vabaduse pst 50";"";"";"";"00000000";"";"";"RAHUMAE@RAHUMAE.TLN.EDU.EE"
"75016208";"Tallinna Rahvaülikool";"Tallinn, Harju maakond";"Estonia pst 5a";"00000000";"";"";"20030211";"00000000";"";"INFO@KULTUUR.EE"
"75017521";"Tallinna Raku Lasteaed";"Tallinn, Harju maakond";"Piibri 12";"";"";"";"00000000";"";"";"RAKU@LA.TLN.EDU.EE"
"75017751";"Tallinna Reaalkool";"Tallinn, Harju maakond";"Estonia pst 6";"";"";"";"00000000";"";"";"REAL@REAL.EDU.EE"
"74001943";"Tallinna Ringkonnakohus";"Tallinn, Harju maakond";"Pärnu mnt 7";"00000000";"";"";"00000000";"00000000";"";"TALRK.INFO@.JUST.EE"
"75019218";"Tallinna Rukkilille Lasteaed";"Tallinn, Harju maakond";"Õismäe tee 70";"";"";"";"00000000";"";"";"RUKKILILLE@LA.TLN.EDU.EE"
"75035720";"Tallinna Rännaku Lasteaed";"Tallinn, Harju maakond";"Rännaku pst 28";"00000000";"";"";"00000000";"00000000";"";""
"75019106";"Tallinna Rõõmupesa Lasteaed";"Tallinn, Harju maakond";"A.H.Tammsaare tee 141";"";"";"";"00000000";"";"";"ROOMUPESA@LA.TLN.EDU.EE"
"75018897";"Tallinna Saksa Gümnaasium";"Tallinn, Harju maakond";"Sütiste tee 20";"";"";"";"00000000";"";"";"KOOL@SAKSA.TLN.EDU.EE"
"75016119";"Tallinna Salme Kultuurikeskus";"Tallinn, Harju maakond";"Salme 12";"";"";"";"00000000";"";"";"INFO@SALME.EE"
"75017219";"Tallinna Seli Lasteaed";"Tallinn, Harju maakond";"Kärberi 29";"";"";"";"00000000";"";"";"SELI@LA.TLN.EDU.EE"
"75016964";"Tallinna Sikupilli Keskkool";"Tallinn, Harju maakond";"Kivimurru 9";"";"";"";"00000000";"";"";"SIKUPILLI@SIKUPILLI.EDU.EE"
"75017225";"Tallinna Sikupilli Lasteaed";"Tallinn, Harju maakond";"Kivimurru 3";"";"";"";"00000000";"";"";"SIKUPILLI@LA.TLN.EDU.EE"
"75014965";"Tallinna Sotsiaal- ja Tervishoiuamet";"Tallinn, Harju maakond";"Paldiski mnt 48a";"";"";"";"00000000";"";"";"SOTSIAAL@TALLINNLV.EE"
"75023800";"Tallinna Sotsiaaltöö Keskus";"Tallinn, Harju maakond";"Kaupmehe tn 4";"";"";"";"00000000";"";"";"SWCENTER@SWCENTER.EE"
"75015195";"Tallinna Spordi- ja Noorsooamet";"Tallinn, Harju maakond";"Vabaduse väljak 10b";"";"";"";"00000000";"";"";"SPORTNOORSOO@TALLINNLV.EE"
"75015982";"Tallinna Spordihall";"Tallinn, Harju maakond";"Herne 30";"";"";"";"00000000";"";"";"INFO@TSH.EE"
"75038701";"Tallinna Spordikool";"Tallinn, Harju maakond";"Vabaduse väljak 10b";"00000000";"";"";"00000000";"00000000";"";"SPORTNOORSOO@TALLINNLV.EE"
"75018377";"Tallinna Suitsupääsupesa Lasteaed";"Tallinn, Harju maakond";"Suitsu põik 4";"";"";"";"00000000";"";"";"SUITSUPAASUPESA@LA.TLN.EDU.EE"
"75017231";"Tallinna Suur-Pae Lasteaed";"Tallinn, Harju maakond";"Punane 29";"";"";"";"00000000";"";"";"SPAE@LA.TLN.EDU.EE"
"75018977";"Tallinna Sõbrakese Lasteaed";"Tallinn, Harju maakond";"Kiili 7";"";"";"";"00000000";"";"";"DIREKTOR@SOBRAKESE.EDU.EE"
"75017627";"Tallinna Südalinna Kool";"Tallinn, Harju maakond";"Liivalaia 23";"00000000";"";"";"00000000";"00000000";"";"SYDALINNAKOOL@SYDALINNA.EDU.EE"
"75018489";"Tallinna Tammetõru Lasteaed";"Tallinn, Harju maakond";"A.H.Tammsaare tee 79";"";"";"";"00000000";"";"";"DIREKTOR@TAMMETORU.EDU.EE"
"70004637";"Tallinna Teeninduskool";"Tallinn, Harju maakond";"Majaka 2";"";"";"";"00000000";"";"";"INFO@TEENINDUSKOOL.EE"
"75018905";"Tallinna Tehnikagümnaasium";"Tallinn, Harju maakond";"Sõpruse pst 187";"";"";"";"00000000";"";"";"TTG@TTG.EDU.EE"
"70003773";"Tallinna Tehnikakõrgkool";"Tallinn, Harju maakond";"Pärnu mnt 62";"";"";"";"00000000";"";"";"TKTK@TKTK.EE"
"74000323";"Tallinna Tehnikaülikool";"Tallinn, Harju maakond";"Ehitajate tee 5";"00000000";"";"";"00000000";"00000000";"";"INFO@TTU.EE"
"74002629";"Tallinna Tehnikaülikooli Eesti Mereakadeemia";"Tallinn, Harju maakond";"Kopli 101";"00000000";"";"";"00000000";"00000000";"";"EESTI.MEREAKADEEMIA@EMARA.EE"
"74000435";"Tallinna Tehnikaülikooli Geoloogia Instituut";"Tallinn, Harju maakond";"Ehitajate tee 5";"00000000";"";"";"00000000";"00000000";"";"GI@TTU.EE"
"74000375";"Tallinna Tehnikaülikooli Kuressaare Kolledz";"Kuressaare linn, Saare maakond";"";"00000000";"";"";"00000000";"00000000";"";"KURESSAARE@TTU.EE"
"74000346";"Tallinna Tehnikaülikooli Küberneetika Instituut";"Tallinn, Harju maakond";"Akadeemia tee 21";"00000000";"";"";"00000000";"00000000";"";"DIR@IOC.EE"
"74000524";"Tallinna Tehnikaülikooli Meresüsteemide Instituut";"Tallinn, Harju maakond";"Akadeemia tee 15 a";"00000000";"";"";"00000000";"00000000";"";"MSI@MSI.TTU.EE"
"74002635";"Tallinna Tehnikaülikooli Muuseum";"Tallinn, Harju maakond";"Akadeemia tee 1";"00000000";"";"";"00000000";"00000000";"";"MUUSEUM@TTU.EE"
"74002428";"Tallinna Tehnikaülikooli Raamatukogu";"Tallinn, Harju maakond";"Akadeemia tee 1/Ehitajate tee 7";"00000000";"";"";"00000000";"00000000";"";"INFO@LIB.TTU.EE"
"74001434";"Tallinna Tehnikaülikooli Sertifitseerimisasutus";"Tallinn, Harju maakond";"Ehitajate tee 5";"00000000";"";"";"00000000";"00000000";"";"KANTSELEI@TTU.EE"
"74000330";"Tallinna Tehnikaülikooli Tallinna Kolledz";"Tallinn, Harju maakond";"Tõnismägi 14";"00000000";"";"";"00000000";"00000000";"";"TK@TTU.EE"
"74001624";"Tallinna Tehnikaülikooli Tartu Kolledz";"Tartu linn, Tartu maakond";"Puiestee 78";"00000000";"";"";"00000000";"00000000";"";"NT@TTU.EE"
"74002121";"Tallinna Tehnikaülikooli Tehnomeedikum";"Tallinn, Harju maakond";"Ehitajate tee 5";"00000000";"";"";"00000000";"00000000";"";"VIIA@CB.TTU.EE"
"74000441";"Tallinna Tehnikaülikooli Virumaa Kolledz";"Kohtla-Järve linn, Ida-Viru maakond";"Järveküla tee 75";"00000000";"";"";"00000000";"00000000";"";"INFO@VK.EDU.EE"
"75018294";"Tallinna Terakese Lasteaed";"Tallinn, Harju maakond";"Saku 7";"";"";"";"00000000";"";"";"TERAKESE@LA.TLN.EDU.EE"
"70003980";"Tallinna Tervishoiu Kõrgkool";"Tallinn, Harju maakond";"Kännu 67";"00000000";"";"";"20050228";"00000000";"";"INFO@TTK.EE"
"75016622";"Tallinna Tihase Lasteaed";"Tallinn, Harju maakond";"Nõmme tee 9";"";"";"";"00000000";"";"";"TIHASE@TIHASE.EDU.EE"
"75016467";"Tallinna Tondi Põhikool";"Tallinn, Harju maakond";"Tondi 40";"";"";"";"00000000";"";"";"TONDI@TONDI.EDU.EE"
"75028252";"Tallinna Transpordiamet";"Tallinn, Harju maakond";"Vabaduse väljak 10";"00000000";"";"";"00000000";"00000000";"";"TTA@TALLINNLV.EE"
"70004072";"Tallinna Transpordikool";"Tallinn, Harju maakond";"Tehnika 18";"";"";"";"00000000";"";"";"KOOL@TTRK.EE"
"75019253";"Tallinna Tugikeskus Juks";"Tallinn, Harju maakond";"Kadaka tee 153";"";"";"";"00000000";"";"";"JUKS@JUKS.EE"
"75035619";"Tallinna Turud";"Tallinn, Harju maakond";"A.H.Tammsaare tee 135";"00000000";"";"";"00000000";"00000000";"";"TALLINNATURUD@TALLINNATURUD.EE"
"75016800";"Tallinna Tuule Lasteaed";"Tallinn, Harju maakond";"Paekaare 38";"";"";"";"00000000";"";"";"DIREKTOR@TUULE.EDU.EE"
"75018928";"Tallinna Tähekese Lasteaed";"Tallinn, Harju maakond";"Ehitajate tee 50";"";"";"";"00000000";"";"";"TAHEKESELA@HARIDUS.EE"
"75017709";"Tallinna Täiskasvanute Gümnaasium";"Tallinn, Harju maakond";"Katleri 2A";"";"";"";"00000000";"";"";"KOOL@TG.EDU.EE"
"75017774";"Tallinna Tõnismäe Reaalkool";"Tallinn, Harju maakond";"Pärnu mnt 50";"";"";"";"00000000";"";"";"DIREKTOR@TTRK.TLN.EDU.EE"
"70005559";"Tallinna Tööstushariduskeskus";"Tallinn, Harju maakond";"Sõpruse pst 182";"";"";"";"00000000";"";"";"INFO@TTHK.EE"
"75018383";"Tallinna Unistuse Lasteaed";"Tallinn, Harju maakond";"Gildi 17a";"";"";"";"00000000";"";"";"UNISTUSE@LA.TLN.EDU.EE"
"75022462";"Tallinna Vaimse Tervise Keskus";"Tallinn, Harju maakond";"Pelguranna 31";"";"";"";"00000000";"";"";"TALLINN@VAIMNETERVIS.EE"
"75017780";"Tallinna Vanalinna Täiskasvanute Gümnaasium";"Kesklinna l.-osa, Tallinn vald, Harju maakond";"Kooli 2";"";"";"";"00000000";"";"";"VTG@VTG.TLN.EDU.EE"
"70001113";"Tallinna Vangla";"Tallinn, Harju maakond";"Magasini 35";"";"";"";"00000000";"";"";"TALV.INFO@JUST.EE"
"75016527";"Tallinna Vindi Lasteaed";"Tallinn, Harju maakond";"Vindi 3";"";"";"";"00000000";"";"";"VINDI@VINDI.TLN.EDU.EE"
"75018271";"Tallinna Virmalise Lasteaed";"Tallinn, Harju maakond";"Virmalise 24/26";"";"";"";"00000000";"";"";"VIRMALISE@LA.TLN.EDU.EE"
"75017248";"Tallinna Vormsi Lasteaed";"Tallinn, Harju maakond";"Vormsi 1";"";"";"";"00000000";"";"";"VORMSI@LA.TLN.EDU.EE"
"75019129";"Tallinna Õismäe Gümnaasium";"Tallinn, Harju maakond";"Õismäe tee 130";"";"";"";"00000000";"";"";"OISHUM@OISHUM.EDU.EE"
"75019135";"Tallinna Õismäe Vene Lütseum";"Tallinn, Harju maakond";"Õismäe tee 28";"";"";"";"00000000";"";"";"TOVL@TOVL.TLN.EDU.EE"
"75018207";"Tallinna Õpetajate Maja";"Tallinn, Harju maakond";"Raekoja plats 14";"";"";"";"00000000";"";"";"INFO@OPETAJATEMAJA.EE"
"75017797";"Tallinna Üœhisgümnaasium";"Tallinn, Harju maakond";"Pärnu mnt 71";"";"";"";"00000000";"";"";"TYHG@TYHG.EDU.EE"
"75017254";"Tallinna Üœlemiste Lasteaed";"Tallinn, Harju maakond";"Peterburi mnt 18";"";"";"";"00000000";"";"";"YLEMISTE@LA.TLN.EDU.EE"
"74000122";"Tallinna Üœlikool";"Tallinn, Harju maakond";"Narva mnt 25";"00000000";"";"";"00000000";"00000000";"";"TLU@TLU.EE"
"74001529";"Tallinna Üœlikooli Akadeemiline Raamatukogu";"Tallinn, Harju maakond";"Rävala pst 10";"";"";"";"00000000";"";"";"TLULIB@TLULIB.EE"
"75017260";"Tallinna Üœmera Lasteaed";"Tallinn, Harju maakond";"Üœmera 9";"";"";"";"00000000";"";"";"YMERA@LA.TLN.EDU.EE"
"75022551";"Tammiku Avahooldekeskus";"Tammiku küla, Rakke vald, Lääne-Viru maakond";"";"";"";"";"00000000";"";"";""
"75024870";"Tammiku Kodu";"Obja küla, Vinni vald, Lääne-Viru maakond";"";"";"";"";"00000000";"";"";"TAMMIKUKODU@VINNIVALD.EE"
"75000443";"Tammiste Hooldekodu";"Pärnu linn, Pärnu maakond";"Tammiste tee 1";"";"";"";"00000000";"";"";"HOOLDEKODU@TAMMISTE.EE"
"75036659";"Tammiste Lasteaed";"Tammiste küla, Sauga vald, Pärnu maakond";"Kellukese tee 5";"00000000";"";"";"00000000";"00000000";"";"INFO@TAMMISTELASTEAED.EE"
"75010690";"Tammistu Raamatukogu";"Tammistu küla, Tartu vald, Tartu maakond";"";"";"";"";"00000000";"";"";""
"75026968";"Tamsalu Gümnaasium";"Tamsalu v-linn, Tamsalu vald, Lääne-Viru maakond";"Kesk 11";"";"";"";"00000000";"";"";"TAMSALUG@ESTPAK.EE"
"75018868";"Tamsalu Kommunaal";"Tamsalu v-linn, Tamsalu vald, Lääne-Viru maakond";"Kesk 1";"";"";"";"00000000";"";"";""
"75026997";"Tamsalu Kultuurimaja";"Tamsalu v-linn, Tamsalu vald, Lääne-Viru maakond";"Sõpruse 3";"";"";"";"00000000";"";"";"TAMSALUK@ESTPAK.EE"
"75026951";"Tamsalu Lasteaed Krõll";"Tamsalu v-linn, Tamsalu vald, Lääne-Viru maakond";"Metsa 1";"";"";"";"00000000";"";"";"TAMSALULASTEAED@HOT.EE"
"75026974";"Tamsalu Raamatukogu";"Tamsalu v-linn, Tamsalu vald, Lääne-Viru maakond";"Sõpruse 3";"";"";"";"00000000";"";"";"TAMSRK@HOT.EE"
"75034353";"Tamsalu Spordikompleks";"Tamsalu v-linn, Tamsalu vald, Lääne-Viru maakond";"Tehnika 2a";"00000000";"";"";"00000000";"00000000";"";"TAMSALUSK@HOT.EE"
"75009728";"Tamsalu Sääse Lasteaed";"Sääse alevik, Tamsalu vald, Lääne-Viru maakond";"Sääse 14";"";"";"";"00000000";"";"";"LIA.KLAAS@TAMSALU.EE"
"75033431";"Tamsalu Vallavalitsus";"Tamsalu v-linn, Tamsalu vald, Lääne-Viru maakond";"Tehnika 1a";"00000000";"";"";"00000000";"00000000";"";"TAMSALU@TAMSALU.EE"
"75019558";"Tapa Gümnaasium";"Tapa v-linn, Tapa vald, Lääne-Viru maakond";"Pargi 12";"";"";"";"00000000";"";"";"GYMNAASIUM@TAPA.EE"
"75019537";"Tapa Hooldekodu";"Tapa v-linn, Tapa vald, Lääne-Viru maakond";"Kesk 9";"";"";"";"00000000";"";"";""
"75019543";"Tapa Kultuurikoda";"Tapa v-linn, Tapa vald, Lääne-Viru maakond";"Turu 8";"";"";"";"00000000";"";"";"TAPAKODA@ESTPAK.EE"
"75019508";"Tapa Linnaraamatukogu";"Tapa v-linn, Tapa vald, Lääne-Viru maakond";"Kooli 6";"";"";"";"00000000";"";"";"INFO@TAPA.LIB.EE"
"75019514";"Tapa Muuseum";"Tapa v-linn, Tapa vald, Lääne-Viru maakond";"1. Mai pst 34";"";"";"";"00000000";"";"";"TAPA@TAPAMUUSEUM.EE"
"75019520";"Tapa Muusika- ja Kunstikool";"Tapa v-linn, Tapa vald, Lääne-Viru maakond";"1. Mai puiestee 5";"";"";"";"00000000";"";"";"TAPAMUUSIKAKOOL@TAPAMUUSIKAKOOL.EE"
"75027761";"Tapa Spordikeskus";"Tapa v-linn, Tapa vald, Lääne-Viru maakond";"Pargi 12";"";"";"";"00000000";"";"";"RIHO.LOOPER@TAPA.EE"
"75033477";"Tapa Vallavalitsus";"Tapa v-linn, Tapa vald, Lääne-Viru maakond";"Pikk 15";"00000000";"";"";"00000000";"00000000";"";"VALLAVALITSUS@TAPA.EE"
"75019566";"Tapa Vene Põhikool";"Tapa v-linn, Tapa vald, Lääne-Viru maakond";"Nooruse 2";"";"";"";"00000000";"";"";"INFO@TAPAVPK.EE"
"75012587";"Tapiku Raamatukogu";"Tapiku küla, Pajusi vald, Jõgeva maakond";"";"";"";"";"00000000";"";"";"TAPIKURAAMATUKOGU@HOT.EE"
"70003247";"Tarbijakaitseamet";"Tallinn, Harju maakond";"Rahukohtu 2";"";"";"";"00000000";"";"";"INFO@TKA.RIIK.EE"
"75005883";"Tarbja Raamatukogu";"Tarbja küla, Paide vald, Järva maakond";"Kooli tee 1";"";"";"";"00000000";"";"";"TARBJA.RAAMATUKOGU@MAIL.EE"
"75026365";"Taritu Raamatukogu";"Koimla küla, Lümanda vald, Saare maakond";"";"";"";"";"00000000";"";"";""
"75026371";"Taritu Rahvamaja";"Taritu küla, Lääne-Saare vald, Saare maakond";"";"";"";"";"00000000";"";"";"AILI.SALONG@GMAIL.COM"
"75006859";"Tartu Aleksander PuÅ<U+FFFD>kini Kool";"Tartu linn, Tartu maakond";"Uus tn 54";"";"";"";"00000000";"";"";"TVL@TVL.TARTU.EE"
"75006925";"Tartu Annelinna Gümnaasium";"Tartu linn, Tartu maakond";"Kaunase pst 68";"";"";"";"00000000";"";"";"KOOL@ANNELINNA.TARTU.EE"
"75006948";"Tartu Descartes'i Kool";"Tartu linn, Tartu maakond";"Anne 65";"";"";"";"00000000";"";"";"KOOL@TDL.EE"
"70004264";"Tartu Emajõe Kool";"Tartu linn, Tartu maakond";"Vabaduse pst 9";"";"";"";"00000000";"";"";"KOOL@TEK.TARTU.EE"
"75006871";"Tartu Forseliuse Kool";"Tartu linn, Tartu maakond";"Tähe tn 103";"";"";"";"00000000";"";"";"KOOL@TFK.TARTU.EE"
"74001957";"Tartu Halduskohus";"Tartu linn, Tartu maakond";"Kalevi 1";"00000000";"";"";"00000000";"00000000";"";"TARTUHK.INFO@JUST.EE"
"75006919";"Tartu Hansa Kool";"Tartu linn, Tartu maakond";"Anne 63";"";"";"";"00000000";"";"";"KOMMERTS@KMG.TARTU.EE"
"75007008";"Tartu Herbert Masingu Kool";"Tartu linn, Tartu maakond";"Vanemuise 33";"";"";"";"00000000";"";"";"KOOL@MASING.TARTU.EE"
"70004034";"Tartu Hiie Kool";"Tartu linn, Tartu maakond";"Hiie 11";"";"";"";"00000000";"";"";"HIIEKOOL@HIIE.TARTU.EE"
