"Asutuse.registrikood";"Asutuse.täisnimi";"Maakond..linn.vald..küla";"Tänav.maja";"Arhiv..kp";"Lõp.akt.nimi";"Lõpet..nr";"Lõpetamise.akti.kuupäev";"Lõpet.kp";"Arhiivis";"E.mail";"asut_liik";"maakond";"postikood";"telefon";"faks";"tegevuala_kood";"tegevusala";"Moodust_akti_nr";"Moodust_akti_kuupäev";"Asutamise_kuupäev";"Põhimääruse_akti_nr.";"Põhimääruse_kinnitamise_kuupäev.";"Kande_kuupäev";"Ettevõtte_registri_kood";"Kõrgemalseisva_asutuse_number";"Põhimääruse_akti_nr";"Põhimääruse_kinnitamise_kuupäev";"Moodustamisakt";"Põhimääruse_akt";"Tegevusala_kirjeldus"
"75026738";"Vene Kultuurikeskus";"Tallinn, Harju maakond";"Mere pst 5";"";"";"";"00000000";"";"";"VENEKESKUS@VENEKESKUS.EE";"
Linna ametiasutuse hallatav asutus";"37 ";"10111 ";"75026738 ";"641 8301 ";"93291 ";"Kultuurikeskused ja rahvamajad ";"38 ";"08.02.2001 ";"08.02.2001 ";"17 ";"27.04.2000 ";"15.03.2001 ";" ";"75014971 ";"36 ";"21.02.2001 ";"Tallinna Linnavolikogu otsus \"Vene Kultuurikeskuse asutamine\" ";"Tallinna Linnavalitsuse määrus \"Vene Kultuurikeskuse põhimääruse kinnitamine\" ";"Huvi- ja seltsitegevuse arendamine, kultuuritraditsioonide säilitamine ja kaasajastamine, puhke- ja meelelahutusürituste korraldamine."
"75011033";"Vene Vanausuliste Muuseum";"Kolkja alevik, Peipsiääre vald, Tartu maakond";"";"";"";"";"00000000";"";"";"PVALD@ONLINE.EE";"
Valla ametiasutuse hallatav asutus";"78 ";"60301 ";"074 53 431 ";"074 53 431 ";"91021 ";"Muuseumide tegevus ";"34 ";"21.03.2000 ";"21.03.2000 ";"17 ";"27.04.2000 ";"26.09.2000 ";"64050403 ";"75011010 ";"34 ";"21.03.2000 ";"Peipsiääre Vallavolikogu otsus \"Vanausuliste muuseumi põhimääruse uue redaktsiooni kinnitamine\" ";"Peipsiääre Vallavolikogu otsus \"Vanausuliste muuseumi põhimääruse uue redaktsiooni kinnitamine\" ";"Vene vanausuliste elu, olme ja omapära uurimine, sellega seonduvate materjalide kogumine, säilitamine ja eksponeerimine, temaatiliste näituste ja konkursside korraldamine."
"75010878";"Venevere Raamatukogu";"Venevere küla, Laekvere vald, Lääne-Viru maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"59 ";"46504 ";"032 94 332 ";" ";"91011 ";"Raamatukogude tegevus ";"07/05/220 ";"17.07.1992 ";"17.07.1992 ";"17 ";"27.04.2000 ";"15.09.2000 ";"59005004 ";"75010803 ";"39 ";"19.04.1994 ";"Riigivara munitsipaalomandusse üleandmise akt ";"Laekvere Vallavalitsuse korraldus \"Raamatukogude põhikirjade kinnitamine\" ";"Kirjanduse, audiovisuaalsete infokandjate ja muude üldkasutatavate materjalide ning dokumentide komplekteerimine, säilitamine ning teeninduspiirkonna elanikele kättesaadavaks tegemine."
"75033922";"Venevere Seltsimaja";"Venevere küla, Laekvere vald, Lääne-Viru maakond";"";"00000000";"";"";"00000000";"00000000";"";"SELTSIMAJA@LAEKVERE.EE";"
Valla ametiasutuse hallatav asutus";"59 ";"46504 ";"325 3110 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";"19 ";"21.12.2005 ";"01.01.2006 ";"17 ";"27.04.2000 ";"25.04.2006 ";" ";"75010803 ";"6 ";"31.01.2006 ";"Laekvere Vallavolikogu otsus \"Hallatava asutuse Venevere Seltsimaja asutamine\" ";"Laekvere Vallavolikogu määrus \"Venevere Seltsimaja põhimäärus\" ";"Kultuuri- ja spordialase teenuse osutamine, taidlus-, huviala- ja seltsitegevuse korraldamine, huvitegevuse harrastamise võimaluste loomine, elanikele kultuuri- ja meelelahutusürituste korraldamine, vabahariduse ja kultuurialase koolituse korraldamine."
"75030349";"Vergi Raamatukogu";"Vergi küla, Vihula vald, Lääne-Viru maakond";"";"00000000";"";"";"00000000";"00000000";"";"VERGI.RAAMATUKOGU@MAIL.EE";"
Valla ametiasutuse hallatav asutus";"59 ";"45404 ";"3252595 ";" ";"91011 ";"Raamatukogude tegevus ";"105-K ";"28.02.1992 ";"28.02.1992 ";"17 ";"27.04.2000 ";"23.12.2003 ";" ";"75023482 ";"28 ";"12.11.2003 ";"Vabariigi Valitsuse korraldus ";"Vihula Vallavolikogu määrus \"Vihula valla raamatukogude põhimääruste kinnitamine\" ";"Kogub, säilitab ja teeb lugejale kättesaadavaks temale vajalikud trükised, auvised ja teised teavikud ning avalikud andmebaasid"
"75025325";"Veriora Lasteaed \"Õnneseen\"";"Veriora alevik, Veriora vald, Põlva maakond";"Uus 5";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"65 ";"64201 ";"795 8493 ";" ";"85102 ";"Lasteaedade tegevus ";"1 ";"03.02.1993 ";"01.02.1993 ";"17 ";"27.04.2000 ";"07.02.2001 ";" ";"75020246 ";"6 ";"27.04.2000 ";"Veriora Vallavolikogu XX koosseisu 1 istungi protokoll ";"Veriora Vallavolikogu määrus \"Veriora Lasteaia \"Õnneseen\" põhimääruse kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist"
"75035832";"Veriora Päevakeskus";"Veriora alevik, Veriora vald, Põlva maakond";"Võru-Räpina mnt 2";"00000000";"";"";"00000000";"00000000";"";"AVE@VERIORA.EE";"
Valla ametiasutuse hallatav asutus";"65 ";"64232 ";"795 8233 ";" ";"85529 ";"Muu huvikoolitus ";"21 ";"24.09.2009 ";"01.10.2009 ";"17 ";"27.04.2000 ";"09.10.2009 ";" ";"75020246 ";"21 ";"24.09.2009 ";"Veriora Vallavolikogu määrus \"Hallatava asutuse \"Veriora Päevakeskus\" moodustamine\" ";"Veriora Vallavolikogu määrus \"Hallatava asutuse \"Veriora Päevakeskus\" moodustamine\" ";"Kohalikele elanikele sotsiaalteenuste ning huvi- ja vabaaja tegevuste pakkumine."
"75020285";"Veriora Rahvaraamatukogu";"Veriora alevik, Veriora vald, Põlva maakond";"Uus 3";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"65 ";"64201 ";"795 8367 ";" ";"91011 ";"Raamatukogude tegevus ";"10 ";"23.05.2000 ";"01.06.2000 ";"17 ";"27.04.2000 ";"07.02.2001 ";"54003839 ";"75020246 ";"10 ";"23.05.2000 ";"Veriora Vallavolikogu määrus \"Veriora ja Leevi raamatukogu põhimääruste kinnitamine\" ";"Veriora Vallavolikogu määrus \"Veriora ja Leevi raamatukogu põhimääruste kinnitamine\" ";"Teenindab Veriora aleviku elanikkonda ning teisi soovijaid Veriora vallas, komplekteerib oma kogud, säilitab ja teeb need lugejatele kättesaadavaks, arvestab ja töötleb raamatukokku saabunud trükised, auvised ning koostab nende avamiseks vajalikud infosüsteemid, korraldab näitusi, raamatukogu üritusi ning tutvustab oma kogusid üldsusele"
"75031426";"Veriora Valla Kultuur";"Veriora alevik, Veriora vald, Põlva maakond";"Uus 5";"00000000";"";"";"00000000";"00000000";"";"VALD@VERIORA.EE";"
Valla ametiasutuse hallatav asutus";"65 ";"64201 ";"795 8333 ";"795 8333 ";"93291 ";"Kultuurikeskused ja rahvamajad ";"4 ";"18.03.2004 ";"20.07.2004 ";"17 ";"27.04.2000 ";"20.07.2004 ";" ";"75020246 ";"4 ";"18.03.2004 ";"Veriora Vallavolikogu määrus \"Veriora Vallavalitsuse hallatavate kultuuriasutuste töö ümberkorraldamine uue hallatava asutuse \"Veriora Valla Kultuur\" moodustamine\" ";"Veriora Vallavolikogu määrus \"Veriora Vallavalitsuse hallatavate kultuuriasutuste töö ümberkorraldamine uue hallatava asutuse \"Veriora Valla Kultuur\" moodustamine\" ";"Korraldab Veriora valla elanike vaba aja veetmist, kultuuri-, spordi- ja huvialategevust."
"75020246";"Veriora Vallavalitsus";"Veriora alevik, Veriora vald, Põlva maakond";"Räpina mnt 2";"";"";"";"00000000";"";"";"VALD@VERIORA.EE";"
Valla ametiasutus";"65 ";"64232 ";"7958333;7958369 ";" ";"84114 ";"Valla- ja linnavalitsuste tegevus ";" ";"04.06.1992 ";"04.06.1992 ";"17 ";"27.04.2000 ";"07.02.2001 ";"54006387 ";" ";"7 ";"29.05.2012 ";"Eesti Vabariigi Üœlemnõukogu Presiidiumi seadlus ";"Veriora Vallavolikogu määrus \"Veriora valla põhimääruse muutmine\" ";"Viib praktilise tegevusega ellu vallale kui omavalitsusüksusele seadustes, volikogu määrustes ning otsustes täitmiseks pandud ülesandeid."
"75034815";"Veskitammi Lasteaed";"Laagri alevik, Saue vald, Harju maakond";"Veskitammi 22";"00000000";"";"";"00000000";"00000000";"";"VESKITAMMILA@HOT.EE";"
Valla ametiasutuse hallatav asutus";"37 ";"76401 ";"53433071 ";" ";"85102 ";"Lasteaedade tegevus ";"071 ";"24.08.2006 ";"24.08.2006 ";"17 ";"27.04.2000 ";"16.04.2007 ";" ";"75012392 ";"989 ";"26.09.2006 ";"Saue Vallavolikogu otsus \"Veskitammi lasteaia asutamine\" ";"Saue Vallavalitsuse korraldus \"Veskitammi Lasteaia põhimääruse kinnitamine\" ";"Võimaldab kuni seitsmeaastastele lastele hoidu ja alushariduse omandamist."
"70000094";"Veterinaar- ja Toiduamet";"Tallinn, Harju maakond";"Väike-Paala 3";"";"";"";"00000000";"";"";"VET@VET.AGRI.EE";"
Valitsusasutus";"37 ";"11415 ";"605 1710 ";"621 1441 ";"84131 ";"Põllumajanduse, metsanduse, maakasutuse, kalanduse ja jahinduse ";"12 ";"16.03.2000 ";"01.04.2000 ";"17 ";"27.04.2000 ";"25.08.1998 ";"1216937 ";"70000734 ";"91 ";"13.06.2007 ";"Põllumajandusministri määrus \"Veterinaar- ja Toiduinspektsiooni ümberkorraldamine, Veterinaar- ja Toiduameti põhimääruse, Veterinaar- ja Toiduameti ning selle kohalike asutuste struktuuri ja teenistujate koosseisu kinnitamine\" ";"Põllumajandusministri määrus \"Veterinaar- ja Toiduameti põhimäärus\" ";"Veterinaartegevust, söödahügieeni, toiduohutust, põllumajandusloomade aretust, turukorraldust ja mahepõllumajandust reguleerivate õigusaktide täitmise korraldamine ning riikliku järelevalve teostamine ja riikliku sunni kohaldamine ametile omistatud pädevuse piires seaduses ettenähtud alustel ja ulatuses."
"70000065";"Veterinaar- ja Toidulaboratoorium";"Tartu linn, Tartu maakond";"Fr.R. Kreutzwaldi 30";"";"";"";"00000000";"";"";"INFO@VETLAB.EE";"
Valitsusasutuse hallatav riigiasutus";"78 ";"51006 ";"738 6100 ";"738 6102 ";"71209 ";"Muu teimimine ja analüüs ";"7 ";"25.03.1998 ";"25.03.1998 ";"17 ";"27.04.2000 ";"25.08.1998 ";" ";"70000734 ";"54 ";"07.05.2010 ";"Põllumajandusministri määrus \"Veterinaar- ja Toidulaboratooriumi moodustamine\" ";"Põllumajandusministri määrus \"Veterinaar- ja Toidulaboratooriumi põhimäärus\" ";"Laboratooriumi tegevusvaldkond on laboratoorsete uuringute tegemine loomahaiguste diagnoosimiseks, analüüside tegemine toidu, vee, sööda ja alkoholi ohutuse ja kvaliteedi kontrollimiseks ning riikliku referentlaboratooriumi ja volitatud laboratooriumi ülesannete täitmine."
"75024076";"Vigala Hooldekodu";"Naravere küla, Vigala vald, Rapla maakond";"";"";"";"";"00000000";"";"";"RIINAVIIB@HOT.EE";"
Valla ametiasutuse hallatav asutus";"70 ";"78001 ";"48 98 217 ";" ";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus ";"100 ";"03.05.1990 ";"03.05.1990 ";"17 ";"27.04.2000 ";"17.01.2001 ";" ";"75024030 ";"5 ";"31.03.2011 ";"Rapla Maakonnavalitsuse korraldus ";"Vigala Vallavolikogu määrus \"Vigala Hooldekodu põhimääruse kinnitamine\" ";"Ü–öpäevase- ja perioodilise abi ja toe pakkumise, rehabilitatsioonialaste sotsiaalteenuste, lepingulise sotsiaalteenuse osutamine"
"75024030";"Vigala Vallavalitsus";"Kivi-Vigala küla, Vigala vald, Rapla maakond";"Sääla tee 8/8";"";"";"";"00000000";"";"";"VIGALA.VALD@VIGALA.EE";"
Valla ametiasutus";"70 ";"78001 ";"489 4770 ";"489 4773 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";" ";"20.12.1990 ";"20.12.1990 ";"17 ";"27.04.2000 ";"16.01.2001 ";"61001255 ";" ";"6 ";"27.06.2003 ";"Eesti Vabariigi Üœlemnõukogu Presiidiumi seadlus ";"Vigala Vallavolikogu määrus \"Vigala valla põhimäärus\" ";"Valla- ja linnavalitsuse tegevus"
"75015723";"Vihasoo Lasteaed-Algkool";"Vihasoo küla, Kuusalu vald, Harju maakond";"";"";"";"";"00000000";"";"";"KOOL@VIHASALU.EDU.EE";"
Valla ametiasutuse hallatav asutus";"37 ";"74703 ";"607 8535 ";" ";"85201 ";"Lasteaed-algkoolide tegevus ";"125 ";"06.06.1988 ";"01.09.1988 ";"17 ";"27.04.2000 ";"02.02.2016 ";"71006259 ";"75033496 ";"7 ";"08.10.2015 ";"ENSV Haridusministeeriumi käskkiri \"Lasteaed-algkooli avamine\" ";"Kuusalu Vallavalitsuse määrus \"Kuusalu Vallavalitsuse 13.01.2011 määruse nr 1 \"Vihasoo Lasteaia-Algkooli põhimääruse kehtestamine\" muutmine\" ";"Võimaldab hoidu ja alushariduse omandamist, võimaldab omandada põhihariduse."
"75035693";"Vihtra Külakeskus";"Vihtra küla, Vändra vald, Pärnu maakond";"";"00000000";"";"";"00000000";"00000000";"";"VALD@VANDRAVALD.EE";"
Valla ametiasutuse hallatav asutus";"67 ";"87603 ";"4493740 ";"443 0593 ";"93291 ";"Kultuurikeskused ja rahvamajad ";"10 ";"31.03.2009 ";"31.03.2009 ";"17 ";"27.04.2000 ";"04.05.2009 ";" ";"75010890 ";"10 ";"31.03.2009 ";"Vändra Vallavolikogu määrus \"Vihtra Külakeskuse moodustamine ja põhimääruse kinnitamine\" ";"Vändra Vallavolikogu määrus \"Vihtra Külakeskuse moodustamine ja põhimääruse kinnitamine\" ";"Kohaliku seltsielu ja külakogukonna arengu edendamine, omaalgatusliku tegevuse toetamine, elanikkonna erinevatele huvigruppidele vaba aja veetmise korraldamine."
"75010973";"Vihtra Lasteaed";"Vihtra küla, Vändra vald, Pärnu maakond";"Vihtra küla";"";"";"";"00000000";"";"";"EDA.VAINO@VANDRAVALD.EE";"
Valla ametiasutuse hallatav asutus";"67 ";"87603 ";"449 3720 ";"449 3720 ";"85102 ";"Lasteaedade tegevus ";"18 ";"30.08.1991 ";"01.09.1991 ";"17 ";"27.04.2000 ";"18.09.2000 ";"56003513 ";"75010890 ";"15 ";"20.03.2012 ";"Vändra Küla RSN Täitevkomitee otsus \"Vihtra Algkooli ja Vihtra Lastepäevakodu liitmine üheks asutuseks\" ";"Vändra Vallavolikogu otsus \"Vihtra Lasteaed-Algkooli ümberkorraldamine\" ";"Alushariduse andmine ning võimalusel huvitegevusega tegelemiseks tingimuste loomine"
"75029122";"Vihtra Päevakeskus";"Vihtra küla, Vändra vald, Pärnu maakond";"Jõesuu tee 9";"00000000";"";"";"00000000";"00000000";"";"VALD@VANDRAVALD.EE";"
Valla ametiasutuse hallatav asutus";"67 ";"87603 ";"449 3723 ";"443 0593 ";"88991 ";"Mujal liigitamata sotsiaalhoolekanne majutuseta ";"23 ";"20.05.2003 ";"26.05.2003 ";"17 ";"27.04.2000 ";"04.06.2003 ";" ";"75010890 ";"23 ";"20.05.2003 ";"Vändra Vallavolikogu määrus \"Vihtra Päevakeskuse moodustamine ja põhimääruse kinnitamine\" ";"Vändra Vallavolikogu määrus \"Vihtra Päevakeskuse moodustamine ja põhimääruse kinnitamine\" ";"Sotsiaalteenuste pakkumine vanuritele, puudega inimestele ning nende perekonnaliikmetele ja aktiivsest tegevusest kõrvalejäänud inimeste toetamine. Psüühiliste erivajadustega inimestele hoolekandeteenuse pakkumine: toetatud elamise teenus, igapäevaelu toetamise teenus ja toimetulekuõpe, töötamise toetamise teenus."
"75010950";"Vihtra Raamatukogu";"Vihtra küla, Vändra vald, Pärnu maakond";"";"";"";"";"00000000";"";"";"VIHTRA@PKR.EE";"
Valla ametiasutuse hallatav asutus";"67 ";"87603 ";"449 3736 ";"443 0593 ";"91011 ";"Raamatukogude tegevus ";"162 ";"07.11.1990 ";"10.11.1990 ";"17 ";"27.04.2000 ";"18.09.2000 ";"56001632 ";"75010890 ";"23 ";"16.10.2007 ";"Pärnu maavanema korraldus \"Varade üleandmine\" ";"Vändra Vallavolikogu määrus \"Põhimääruste kinnitamine\" ";"Lugejale vajalike teavikute kogumine, hoidmine, bibliografeerimine, kättesaadavaks tegemine ning avalike andmepankade kasutamise võimaldamine."
"75030332";"Vihula Raamatukogu";"Vihula küla, Vihula vald, Lääne-Viru maakond";"";"00000000";"";"";"00000000";"00000000";"";"TIINA.TALLI@MAIL.EE";"
Valla ametiasutuse hallatav asutus";"59 ";"45402 ";"3292636 ";" ";"91011 ";"Raamatukogude tegevus ";"105-K ";"28.02.1992 ";"28.02.1992 ";"17 ";"27.04.2000 ";"23.12.2003 ";" ";"75023482 ";"28 ";"12.11.2003 ";"Vabariigi Valitsuse korraldus ";"Vihula Vallavolikogu määrus \"Vihula valla raamatukogude põhimääruste kinnitamine\" ";"Kogub, säilitab ja teeb lugejale kättesaadavaks temale vajalikud trükised, auvised ja teised teavikud ning avalikud andmebaasid"
"75023482";"Vihula Vallavalitsus";"Võsu alevik, Vihula vald, Lääne-Viru maakond";"Mere 6";"";"";"";"00000000";"";"";"VALD@VIHULA.EE";"
Valla ametiasutus";"59 ";"45501 ";"032 58 630; ";"032 58 640 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";"180 ";"08.06.1999 ";"23.10.1999 ";"17 ";"27.04.2000 ";"21.12.2000 ";"59040785 ";" ";"73;75 ";"10.06.2002 ";"Vabariigi Valitsuse määrus \"Haldusterritoriaalse korralduse muutmine Vihula valla ja Võsu valla osas\" ";"Vihula Vallavolikogu määrused \"Vihula valla põhimääruse üldosa, lisa nr 1 ja lisa nr 6 uue redaktsiooni kinnitamine\" ja \"Vihula valla põhimääruse lisade nr 2, 3, 4, 5, 7 uue redaktsiooni kinnitamine\" ";"Korraldab ja juhib kohalikku elu lähtudes vallaelanike vajadustest ja huvidest ning valla arengu iseärasustest"
"75021304";"Viimsi Keskkool";"Haabneeme alevik, Viimsi vald, Harju maakond";"Randvere tee 8";"";"";"";"00000000";"";"";"KOOL@VIIMSI.EDU.EE";"
Valla ametiasutuse hallatav asutus";"37 ";"74001 ";"602 8900 ";" ";"85313 ";"Gümnaasiumide tegevus ";"12 ";"10.10.2000 ";"01.01.1991 ";"17 ";"27.04.2000 ";"04.12.2000 ";"71005780 ";"75021250 ";"16 ";"19.09.2014 ";"Viimsi Vallavolikogu määrus \"Viimsi Keskkooli põhimääruse kinnitamine\" ";"Viimsi Vallavalitsuse määrus \"\"Viimsi Keskkooli põhimäärus\" ";"Võimaldab koolikohustuslikele lastele üldkeskhariduse omandamist"
"75021285";"Viimsi Kunstikool";"Miiduranna küla, Viimsi vald, Harju maakond";"Madise tee 2";"";"";"";"00000000";"";"";"KOOL@VIIMSIART.EDU.EE";"
Valla ametiasutuse hallatav asutus";"37 ";"74001 ";"0 6 090 183 ";" ";"85521 ";"Muusika- ja kunstikoolitus ";"50 ";"27.02.1996 ";"27.02.1996 ";"17 ";"27.04.2000 ";"04.12.2000 ";"71012751 ";"75021250 ";"21 ";"04.04.2008 ";"Viimsi Vallavalitsuse otsus \"Viimsi Kunstikooli tunnistamine munitsipaalasutusena\" ";"Viimsi Vallavalitsuse määrus \"MA Viimsi Kunstikool Põhikirja kinnitamine\" ";"Kunstihariduse andmine"
"75021296";"Viimsi Muusikakool";"Haabneeme alevik, Viimsi vald, Harju maakond";"Rohuneeme tee 38";"";"";"";"00000000";"";"";"KOOL@VIIMSIMUUSIKA.EE";"
Valla ametiasutuse hallatav asutus";"37 ";"74001 ";"6066 939 ";" ";"85521 ";"Muusika- ja kunstikoolitus ";"51 ";"27.02.1996 ";"27.02.1996 ";"17 ";"27.04.2000 ";"04.12.2000 ";" ";"75021250 ";"22 ";"04.04.2008 ";"Viimsi Vallavalitsuse korraldus \"Viimsi Muusikakooli tunnistamine munitsipaalasutusena\" ";"Viimsi Vallavalitsuse määrus \"MA Viimsi Muusikakool Põhikirja kinnitamine\" ";"Muusikahariduse andmine"
"75021706";"Viimsi Raamatukogu";"Haabneeme alevik, Viimsi vald, Harju maakond";"Kesk tee 1";"";"";"";"00000000";"";"";"RAAMATUKOGU@VIIMSIVALD.EE";"
Valla ametiasutuse hallatav asutus";"37 ";"74001 ";"606 6936 ";" ";"91011 ";"Raamatukogude tegevus ";"52 ";"14.11.2000 ";"01.03.1991 ";"17 ";"27.04.2000 ";"04.12.2000 ";" ";"75021250 ";"14 ";"27.08.2013 ";"Viimsi Vallavalitsuse määrus \"MA Viimsi Raamatukogu Põhikirja kinnitamine ja Viimsi Raamatukogu tunnistamine munitsipaalasutusena\" ";"Viimsi Vallavolikogu määrus \"Munitsipaalasutuse Viimsi Raamatukogu põhimääruse kinnitamine\" ";"Rahvaraamatukogu tegevus, teavikute hankimine, töötlemine, laenutamine ja säilitamine"
"75021250";"Viimsi Vallavalitsus";"Viimsi alevik, Viimsi vald, Harju maakond";"Nelgi tee 1";"";"";"";"00000000";"";"";"INFO@VIIMSIVV.EE";"
Valla ametiasutus";"37 ";"74001 ";"0 6 066 805 ";"0 6 066 800 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";" ";"20.12.1990 ";"20.12.1990 ";"17 ";"27.04.2000 ";"04.12.2000 ";"71011409 ";" ";"5 ";"14.03.2000 ";"Eesti Vabariigi Üœlemnõukogu Presiidiumi seadlus ";"Viimsi Vallavolikogu määrus \"Viimsi valla põhimäärus\" ";"Täidab õigusaktides Viimsi valla omavalitsusele pandud ning volikogu määrustes ja otsustes seatud ülesandeid"
"75024998";"Viiratsi Kool";"Viiratsi alevik, Viljandi vald, Viljandi maakond";"Tiigi 4";"";"";"";"00000000";"";"";"KYLLI.SAAT@VIIRATSI.EDU.EE";"
Valla ametiasutuse hallatav asutus";"84 ";"70101 ";"435 1440 ";" ";"85202 ";"Algkoolide tegevus ";" ";"03.05.1993 ";"01.09.1993 ";"17 ";"27.04.2000 ";"25.01.2001 ";"35031528 ";"75038606 ";"57 ";"17.12.2014 ";"Viiratsi Vallavolikogu otsus \"Viiratsi algkooli asutamine\" ";"Viljandi Vallavolikogu määrus \"Viiratsi Kooli põhimäärus\" ";"Üœldhariduskool, mis loob võimalused põhihariduse omandamiseks ja koolikohustuse täitmiseks I â€“ II kooliastmel."
"75025265";"Viiratsi Lasteaed \"Rüblik\"";"Viiratsi alevik, Viljandi vald, Viljandi maakond";"Nooruse 3";"";"";"";"00000000";"";"";"LUIVE.REHAND@VILJANDIVALD.EE";"
Valla ametiasutuse hallatav asutus";"84 ";"70101 ";"433 7363 ";" ";"85102 ";"Lasteaedade tegevus ";"408 ";"10.09.1991 ";"01.09.1991 ";"17 ";"27.04.2000 ";"06.02.2001 ";" ";"75038606 ";"12 ";"30.11.2000 ";"Viljandi Maakonnavalitsuse määrus \"Viiratsi Riigimajandi Viiratsi ja Uusna lastepäevakodu ning Vana-Võidu Tehnikumi lastepäevakodu üleandmine Viiratsi Küla RSN Täitevkomitee alluvusse\" ";"Viiratsi Vallavolikogu määrus \"Viiratsi valla lasteaedade põhimääruste kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist."
"75025236";"Viiratsi Raamatukogu";"Viiratsi alevik, Viljandi vald, Viljandi maakond";"Sakala 4/Tiigi 4";"";"";"";"00000000";"";"";"VIIRATSI.RAAMATUKOGU@VILJANDIVALD.EE";"
Valla ametiasutuse hallatav asutus";"84 ";"70101 ";"435 1438 ";" ";"91011 ";"Raamatukogude tegevus ";"495 ";"17.12.1990 ";"01.01.1991 ";"17 ";"27.04.2000 ";"19.02.2016 ";" ";"75038606 ";"4 ";"26.02.2009 ";"Viljandi Maakonnavalitsuse määrus \"Viljandi maakonnas asuvate kultuuriasutuste üleandmise kohta\" ";"Viiratsi Vallavolikogu määrus \"Viiratsi Raamatukogu põhimäärus\" ";"Raamatukogude tegevus"
"75025302";"Viiratsi Rahvamaja";"Viiratsi alevik, Viljandi vald, Viljandi maakond";"Sakala 3";"";"";"";"00000000";"";"";"MAIRE.PAJU@VILJANDIVALD.EE";"
Valla ametiasutuse hallatav asutus";"84 ";"70101 ";"439 4307 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";"79 ";"13.09.1991 ";"01.09.1991 ";"17 ";"27.04.2000 ";"29.02.2016 ";" ";"75038606 ";"13 ";"30.11.2000 ";"Viiratsi Küla Rahvasaadikute Nõukogu Täitevkomitee otsus ";"Viiratsi Vallavolikogu määrus \"Viiratsi valla rahvamajade põhimääruste kinnitamine\" ";"Taidlus- ja huvialaringide töö korraldamine, elanikkonna vaba aja sisustamise korraldamine, kursuste ning õpiringide organiseerimine, kultuurisündmuste läbiviimine."
"75004547";"Viisu Lasteaed";"Viisu küla, Roosna-Alliku vald, Järva maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"51 ";"73202 ";"386 9836 ";" ";"85102 ";"Lasteaedade tegevus ";"1 ";"30.11.1992 ";"30.11.1992 ";"17 ";"27.04.2000 ";"25.07.2000 ";" ";"75004524 ";"13 ";"24.05.2000 ";"Alliku sovhoosi vara munitsipaalomandusse andmise akt ";"Roosna-Alliku Vallavolikogu määrus \"Viisu Lasteaia põhimääruse kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist."
"75004582";"Viisu Raamatukogu";"Viisu küla, Roosna-Alliku vald, Järva maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"51 ";"73202 ";"386 9836 ";" ";"91011 ";"Raamatukogude tegevus ";"206-15 ";"11.07.1996 ";"11.07.1996 ";"17 ";"27.04.2000 ";"07.08.2000 ";"51002221 ";"75004524 ";"15 ";"24.05.2000 ";"Riigi vara munitsipaalomandusse andmise akt ";"Roosna-Alliku Vallavolikogu määrus \"Viisu Raamatukogu põhimääruse kinnitamine\" ";"Kogub, komplekteerib, säilitab ja teeb lugejale kättesaadavaks temale vajalikud trükised, auvised ja teised teavikud ning avalikud andmebaasid."
"75034838";"Viisu Rahvamaja";"Viisu küla, Roosna-Alliku vald, Järva maakond";"";"00000000";"";"";"00000000";"00000000";"";"";"
Valla ametiasutuse hallatav asutus";"51 ";"73202 ";"389 5553 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";"41 ";"30.11.2006 ";"30.11.2006 ";"17 ";"27.04.2000 ";"28.05.2007 ";" ";"75004524 ";"3 ";"25.01.2007 ";"Roosna-Alliku Vallavolikogu otsus \"Roosna-Alliku Vallavalitsuse hallatava asutuse Viisu Rahvamaja asutamine\" ";"Roosna-Alliku Vallavolikogu määrus \"Viisu Rahvamaja põhimäärus\" ";"Elanike kultuuri-, isetegevus-, teabe- ja meelelahutusvajaduse rahuldamine, rahvakultuuri arendamine ja säilitamine, autorite loomingu avalike esituste, kontsertide, etenduste, näituste korraldamine."
