"Asutuse registrikood";"Asutuse t�isnimi";"Maakond, linn/vald, k�la";"T�nav/maja";"Arhiv. kp";"L�p.akt.nimi";"L�pet. nr";"L�petamise akti kuup�ev";"L�pet.kp";"Arhiivis";"E-mail";"asut_liik";"maakond";"postikood";"telefon";"faks";"tegevuala_kood";"tegevusala";"Moodust_akti_nr";"Moodust_akti_kuup�ev";"Asutamise_kuup�ev";"P�him��ruse_akti_nr.";"P�him��ruse_kinnitamise_kuup�ev.";"Kande_kuup�ev";"Ettev�tte_registri_kood";"K�rgemalseisva_asutuse_number";"P�him��ruse_akti_nr";"P�him��ruse_kinnitamise_kuup�ev";"Moodustamisakt";"P�him��ruse_akt";"Tegevusala_kirjeldus"
"75005073";"Valga Priimetsa Kool";"Valga linn, Valga maakond";"J.Kuperjanovi 99";"";"";"";"00000000";"";"";"POST@VPMK.EDU.EE";"
Linna ametiasutuse hallatav asutus";"82 ";"68207 ";"766 3852 ";" ";"85312 ";"Põhikoolide tegevus ";"57 ";"28.11.2014 ";"01.09.2015 ";"17 ";"27.04.2000 ";"08.03.2016 ";"33003539 ";"75004748 ";"22 ";"28.11.2014 ";"Valga Linnavolikogu otsus \"Valga Vene Gümnaasiumi tegevuse ümberkorraldamine\" ";"Valga Linnavolikogu määrus \"Valga Priimetsa Kooli põhimäärus\" ";"Kool on üldhariduskool, mis loob õpilastele võimalused põhihariduse omandamiseks, eesti keele õppeks ja koolikohustuse täitmiseks."
"75009786";"Valga P�hikool";"Valga linn, Valga maakond";"Kungla tn 16";"";"";"";"00000000";"";"";"KOOL@VALGAPK.EDU.EE";"
Linna ametiasutuse hallatav asutus";"82 ";"68204 ";"767 9483 ";"767 9483 ";"85312 ";"Põhikoolide tegevus ";"6 ";"29.02.2000 ";"01.09.2000 ";"17 ";"27.04.2000 ";"07.09.2000 ";" ";"75004748 ";"4 ";"02.03.2012 ";"Valga Linnavolikogu otsus \"Valga I Põhikooli ja Valga II Põhikooli reorganiseerimine\" ";"Valga Linnavolikogu määrus \"Valga Põhikooli põhimäärus\" ";"Põhihariduse andmine."
"75005140";"Valga Saun";"Valga linn, Valga maakond";"Aia 19";"";"";"";"00000000";"";"";"";"
Linna ametiasutuse hallatav asutus";"82 ";"68203 ";"276 41 227 ";" ";"96041 ";"Saunade, solaariumite ja massaažisalongide tegevus jm füüsilise ";"57 ";"24.09.1997 ";"24.09.1997 ";"17 ";"27.04.2000 ";"04.07.2000 ";"33106280 ";"75004748 ";"57 ";"24.09.1997 ";"Valga Linnavolikogu otsus \"ME Valga Saun ümberkujundamine kohaliku omavalitsuse asutuseks\" ";"Valga Linnavolikogu otsus \"ME Valga Saun ümberkujundamine kohaliku omavalitsuse asutuseks\" ";"Elanikkonnale saunateenuste pakkumine."
"75039327";"Valga Sport";"Valga linn, Valga maakond";"Kungla tn 31a";"00000000";"";"";"00000000";"00000000";"";"INFO@VALGASPORT.EE";"
Linna ametiasutuse hallatav asutus";"82 ";"68204 ";"766 1725 ";" ";"93111 ";"Spordirajatiste käitus ";"87 ";"30.10.2015 ";"01.01.2016 ";"17 ";"27.04.2000 ";"01.01.2016 ";" ";"75004748 ";"36 ";"30.10.2015 ";"Valga Linnavolikogu otsus \"Valga Linnavalitsuse hallatava asutuse, Valga Sport, asutamine\" ";"Valga Linnavolikogu määrus \"Valga Sport põhimäärus\" ";"Spordirajatiste haldamine ja sporditegevuse arendamine eesmärgiga tagada aastaringselt igas vanuses Valga elanikele ja külalistele võimalused kehalise ja vaimse vormi saavutamiseks, sportliku eluviisi harrastamiseks, sportlikuks eneseteostuseks ning vaatemängulise spordielamuse saavutamiseks."
"75008491";"Valga T��tute Aktiviseerimiskeskus";"Valga linn, Valga maakond";"Piiri 19";"";"";"";"00000000";"";"";"MARJE.LARETEI@MAIL.EE";"
Linna ametiasutuse hallatav asutus";"82 ";"68203 ";"7679580;7661443 ";" ";"85599 ";"Muu mujal liigitamata koolitus ";"45 ";"25.11.1998 ";"01.11.1998 ";"17 ";"27.04.2000 ";"28.08.2000 ";"33111915 ";"75004748 ";"45 ";"25.11.1998 ";"Valga Linnavolikogu otsus \"Kohaliku omavalitsuse asutuse Valga Töötute Aktiviseerimiskeskus asutamine\" ";"Valga Linnavolikogu otsus \"Kohaliku omavalitsuse asutuse Valga Töötute Aktiviseerimiskeskus asutamine\" ";"Tööturul vähese konkurentsivõimega isikute abistamine töö otsimisel"
"70005571";"Valgamaa Kutse�ppekeskus";"Valga linn, Valga maakond";"Loode 3";"";"";"";"00000000";"";"";"INFO@VKOK.EE";"
Valitsusasutuse hallatav riigiasutus";"82 ";"68206 ";"766 8575 ";"766 8575 ";"85321 ";"Kutseõppeasutuste tegevus ";"74 ";"26.02.1999 ";"01.09.1999 ";"17 ";"27.04.2000 ";"05.11.1999 ";" ";"70000740 ";"26 ";"22.06.2011 ";"Vabariigi Valitsuse määrus \"Kutseõppeasutuste ümberkorraldamine\" ja haridusministri 06.08.1999.a. käskkiri nr 194 \"Kutseõppeasutuse nime muutmine\" ";"Haridus- ja teadusministri 28. veebruari 2007. a määruse nr 21  \"Valgamaa Kutseõppekeskuse põhimäärus\" muutmine ";"Kooli tegevuse eesmärgid on ühiskonna, õppija ja tööturu vajadustest lähtuvalt: 1) luua õpilastele võimalused eluks ja tööks vajalike teadmiste, oskuste ja eetiliste tõekspidamiste omandamiseks"
"70000160";"Valgamaa Veterinaarkeskus";"Valga linn, Valga maakond";"Tartu mnt 79";"";"";"";"00000000";"";"";"INFO.VALGA@VET.AGRI.EE";"
Valitsusasutuse kohalik asutus";"82 ";"68205 ";"76 66 712 ";"76 44 711 ";"71209 ";"Muu teimimine ja analüüs ";"17 ";"16.03.2000 ";"01.04.2000 ";"17 ";"27.04.2000 ";"26.02.2001 ";"33000423 ";"70000094 ";"105 ";"14.06.2007 ";"Põllumajandusministri määrus \"Valgamaa Veterinaarkeskuse ümberkorraldamine ja põhimääruse kinnitamine\" ";"Põllumajandusministri määrus \"Valgamaa Veterinaarkeskuse  põhimäärus\" ";"Veterinaartegevust, söödahügieeni, toiduohutust, põllumajandusloomade aretust, turukorraldust ja mahepõllumajandust reguleerivate õigusaktide täitmise korraldamine ning riikliku järelevalve teostamine ja riikliku sunni kohaldamine veterinaarkeskusele omistatud pädevuse piires seaduses ettenähtud alustel ja ulatuses."
"75035358";"Valgehobusem�e Suusa- ja Puhkekeskus";"M�gede k�la, Albu vald, J�rva maakond";"";"00000000";"";"";"00000000";"00000000";"";"INFO@VALGEHOBUSE.EE";"
Valla ametiasutuse hallatav asutus";"51 ";"73412 ";"666 1122 ";" ";"93111 ";"Spordirajatiste käitus ";"10 ";"24.04.2008 ";"02.05.2008 ";"17 ";"27.04.2000 ";"13.05.2008 ";" ";"75004346 ";"10 ";"24.04.2008 ";"Albu Vallavolikogu määrus \"Valgehobusemäe Suusa- ja Puhkekeskuse moodustamine ja põhimääruse kinnitamine\" ";"Albu Vallavolikogu määrus \"Valgehobusemäe Suusa- ja Puhkekeskuse moodustamine ja põhimääruse kinnitamine\" ";"Tingimuste loomine puhke- ja vaba aja veetmiseks"
"75011145";"Valgj�rve Rahvaraamatukogu";"Valgj�rve k�la, Valgj�rve vald, P�lva maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"65 ";"63402 ";"079 75 455 ";" ";"91011 ";"Raamatukogude tegevus ";"8 ";"02.05.2000 ";"02.05.2000 ";"17 ";"27.04.2000 ";"27.09.2000 ";"54003816 ";"75011085 ";"8 ";"02.05.2000 ";"Valgjärve Vallavolikogu määrus \"Valgjärve valla rahvaraamatukogude põhimääruste kinnitamine\" ";"Valgjärve Vallavolikogu määrus \"Valgjärve valla rahvaraamatukogude põhimääruste kinnitamine\" ";"Kogub, säilitab ja teeb elanikele kättesaadavaks vajalikud teavikud, Valgjärve Vallavolikogu määrused ja avalikud andmebaasid, samuti kogub ja säilitab Valgjärve raamatukogu teeninduspiirkonda puudutavat kirjandust ja muud ainestikku."
"75035364";"Valgj�rve Valla Avatud Noortekeskus";"Saverna k�la, Valgj�rve vald, P�lva maakond";"";"00000000";"";"";"00000000";"00000000";"";"TUULIKE.MOLDER.001@MAIL.EE";"
Valla ametiasutuse hallatav asutus";"65 ";"63418 ";"799 8427 ";" ";"85529 ";"Muu huvikoolitus ";"1-1.2-15 ";"30.04.2008 ";"05.05.2008 ";"17 ";"27.04.2000 ";"27.05.2008 ";" ";"75011085 ";"1-1.1-17 ";"30.04.2008 ";"Valgjärve Vallavolikogu otsus \"Valgjärve Valla Avatud Noortekeskuse asutamine\" ";"Valgjärve Vallavolikogu määrus \"Valgjärve Valla Avatud Noortekeskuse põhimääruse kinnitamine\" ";"Noortele tingimuste loomine arendavaks tegevuseks, mis võimaldab neil oma vaba tahte alusel perekonna-, tasemekoolituse- ja tööväliselt tegutseda."
"75011085";"Valgj�rve Vallavalitsus";"Saverna k�la, Valgj�rve vald, P�lva maakond";"";"";"";"";"00000000";"";"";"VALLASEKRETAR@VALGJARVE.EE";"
Valla ametiasutus";"65 ";"63418 ";"7998470;7998471 ";"799 8479 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";" ";"19.12.1991 ";"19.12.1991 ";"17 ";"27.04.2000 ";"27.09.2000 ";"54006654 ";" ";"9 ";"23.05.2000 ";"Eesti Vabariigi Ülemnõukogu Presiidiumi seadlus ";"Valgjärve Vallavolikogu määrus \"Valgjärve valla põhimääruse muutmine\" ";"Täidab seaduste, vallavolikogu määruste ja otsustega Valgjärve vallale kui omavalitsusüksusele pandud ülesandeid."
"75022887";"Valgu P�hikool";"Valgu k�la, M�rjamaa vald, Rapla maakond";"";"";"";"";"00000000";"";"";"VALGU.PK@MAIL.EE.";"
Valla ametiasutuse hallatav asutus";"70 ";"78204 ";"4828730;4828721 ";" ";"85312 ";"Põhikoolide tegevus ";"26 ";"17.01.2006 ";"01.09.2006 ";"17 ";"27.04.2000 ";"27.12.2000 ";"61001503 ";"75022835 ";"43 ";"21.12.2010 ";"Märjamaa Vallavolikogu otsus \"Valgu Lasteaia ja Valgu Põhikooli ümberkujundamine\" ";"Märjamaa Vallavolikogu määrus \"Valgu Põhikooli põhimäärus\" ";"Võimaldada koolieast noorematele lastele hoidmine ja alushariduse omandamine ning õpilastele põhihariduse omandamine ja koolikohustuse täitmine."
"75022976";"Valgu Rahvamaja";"Valgu k�la, M�rjamaa vald, Rapla maakond";"";"";"";"";"00000000";"";"";"VALGU.KLUBI@MARJAMAA.EE";"
Valla ametiasutuse hallatav asutus";"70 ";"78204 ";"482 8798 ";" ";"91011 ";"Raamatukogude tegevus ";"100 ";"03.05.1990 ";"03.05.1990 ";"17 ";"27.04.2000 ";"27.12.2000 ";" ";"75022835 ";"9 ";"18.04.2000 ";"Rapla Maakonnavalitsuse korraldus ";"Märjamaa Vallavolikogu määrus \"Valgu klubi põhimääruse kinnitamine\" ";"Taidlus- ja huvialaringide töö, elanikkonna vaba aja veetmise, kursuste, õpiringide, kultuuriürituste, kinoseansside, spordiringide ja -ürituste korraldamine."
"75007681";"Valguta Lasteaed-Algkool";"Valguta k�la, R�ngu vald, Tartu maakond";"Valguta k�la";"";"";"";"00000000";"";"";"KOOL@VALGUTA.EDU.EE";"
Valla ametiasutuse hallatav asutus";"78 ";"61001 ";"745 0108 ";" ";"85201 ";"Lasteaed-algkoolide tegevus ";"12/14/520 ";"18.12.1992 ";"18.12.1992 ";"17 ";"27.04.2000 ";"14.08.2000 ";"64003220 ";"75007669 ";"8 ";"28.04.2011 ";"Riigi vara munitsipaalomandusse üleandmise akt ";"Rõngu Vallavolikogu määrus \"Valguta Lasteaed- Algkooli põhimäärus\" ";"Teenindab valla elanikke, tellib, arvestab ja säilitab raamatuvarad, korraldab vajalikud kataloogid, teeb teatme-bibliograafiatööd, kogub ja säilitab oma teeninduspiirkonda puutuvat kirjandust või muud ainestikku, korraldab raamatuvarade tutvustamiseks mitmesuguseid üritusi, peab raamatukogutöö arvestust, annab oma tegevusest aru raamatukogu omanikule"
"75020670";"Valjala Lasteaed";"Valjala alevik, Valjala vald, Saare maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"74 ";"94302 ";"045 495 97 ";" ";"85102 ";"Lasteaedade tegevus ";"13 ";"01.09.1993 ";"01.09.1993 ";"17 ";"27.04.2000 ";"04.12.2000 ";"45021005 ";"75020658 ";"9 ";"19.10.2000 ";"Valjala Ühismajandi reorganiseerimise käigus vara üleandmise lõppakt ";"Valjala Vallavolikogu määrus \"Valjala Lasteaia põhimääruse kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist"
"75020664";"Valjala P�hikool";"Valjala alevik, Valjala vald, Saare maakond";"";"";"";"";"00000000";"";"";"KOOL@VALJALA.EDU.EE";"
Valla ametiasutuse hallatav asutus";"74 ";"94302 ";"045 495 10 ";"045 495 45 ";"85312 ";"Põhikoolide tegevus ";"226 ";"11.09.1990 ";"01.10.1990 ";"17 ";"27.04.2000 ";"04.12.2000 ";"45003556 ";"75020658 ";"8 ";"19.10.2000 ";"Saare Maavalitsuse määrus \"Haridusasutuste juhtimise, haldamise ja finantseerimise reorganiseerimisest maakonnas (üleandmisest esmatasandi omavalitsusorganitele)\" ";"Valjala Vallavolikogu määrus \"Valjala Põhikooli põhimääruse kinnitamine\" ";"Võimaluste loomine õpilastele põhihariduse omandamiseks ja koolikohustuse täitmiseks"
"75020693";"Valjala Raamatukogu";"Valjala alevik, Valjala vald, Saare maakond";"";"";"";"";"00000000";"";"";"LIBRARY.VALJALA@TT.EE";"
Valla ametiasutuse hallatav asutus";"74 ";"94302 ";"045 495 15 ";" ";"91011 ";"Raamatukogude tegevus ";"31 ";"07.02.1990 ";"01.03.1990 ";"17 ";"27.04.2000 ";"04.12.2000 ";"45020974 ";"75020658 ";"12 ";"16.11.2000 ";"Saare Maavalitsuse korraldus \"Maavalitsuse funktsioonide üleandmisest linna-ja külanõukogudele\" ";"Valjala Vallavolikogu määrus \"Valjala ja Sakla Raamatukogude põhimääruse kinnitamine\" ";"Kogub, komplekteerib, säilitab ja teeb elanikele kättesaadavaks vajaliku erialase kirjanduse, ilukirjanduse, muud vajalikud teavikud ning avalikud andmebaasid"
"75020687";"Valjala Rahvamaja";"Valjala alevik, Valjala vald, Saare maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"74 ";"94302 ";"045 495 99 ";" ";"91011 ";"Raamatukogude tegevus ";"31 ";"07.02.1990 ";"01.03.1990 ";"17 ";"27.04.2000 ";"04.12.2000 ";"45002278 ";"75020658 ";"11 ";"16.11.2000 ";"Saare Maavalitsuse korraldus \"Maavalitsuse funktsioonide üleandmisest linna- ja külanõukogudele\" ";"Valjala Vallavolikogu määrus \"Valjala Rahvamaja põhimääruse kinnitamine\" ";"Organiseerib ja arendab piirkondlikku kultuurilist ja seltsitegevust"
"75020658";"Valjala Vallavalitsus";"Valjala alevik, Valjala vald, Saare maakond";"";"";"";"";"00000000";"";"";"VALJALA@VALJALA.EE";"
Valla ametiasutus";"74 ";"94302 ";"454 9522 ";"454 9532 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";" ";"26.03.1992 ";"26.03.1992 ";"17 ";"27.04.2000 ";"04.12.2000 ";"45001304 ";" ";"5 ";"20.04.2000 ";"Eesti Vabariigi Ülemnõukogu Presiidiumi seadlus ";"Valjala Vallavolikogu määrus \"Valjala valla põhimääruse kinnitamine\" ";"Viib praktilise tegevusega ellu vallale ning vallavalitsusele seatud ülesandeid."
"75021862";"Valtu Lasteaed Pesapuu";"Kaerepere alevik, Kehtna vald, Rapla maakond";"M�nniku 6";"";"";"";"00000000";"";"";"VALTU.LASTEAED@KEHTNA.EE";"
Valla ametiasutuse hallatav asutus";"70 ";"79520 ";"48 62 683 ";" ";"85102 ";"Lasteaedade tegevus ";"3 ";"01.10.1992 ";"01.10.1992 ";"17 ";"27.04.2000 ";"02.04.2001 ";"61017428 ";"75021729 ";"57 ";"21.08.2012 ";"Valtu Põllumajandusliku Osaühistu elamu-kommunaal- ja sotsiaalkultuuriobjektide munitsipaalomandisse üleandmise akt ";"Kehtna Vallavolikogu määrus \"Valtu lasteaia põhimääruse muutmine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist"
"75021770";"Valtu P�hikool";"Kaerepere alevik, Kehtna vald, Rapla maakond";"Staadioni 1";"";"";"";"00000000";"";"";"VALTU.KOOL@KEHTNA.EE";"
Valla ametiasutuse hallatav asutus";"70 ";"79520 ";"489 4159 ";" ";"85312 ";"Põhikoolide tegevus ";"100 ";"03.05.1990 ";"01.08.1990 ";"17 ";"27.04.2000 ";"02.04.2001 ";"61002384 ";"75021729 ";"27 ";"17.05.2011 ";"Rapla Maakonnavalitsuse korraldus ";"Kehtna Vallavolikogu määrus \"Valla koolide põhimääruste kinnitamine\" ";"Loob õpilastele võimalused põhihariduse omandamiseks ja koolikohustuse täitmiseks"
"75021927";"Valtu Rahvaraamatukogu";"Kaerepere alevik, Kehtna vald, Rapla maakond";"Staadioni 2a";"";"";"";"00000000";"";"";"VALTURAAMAT@HOT.EE";"
Valla ametiasutuse hallatav asutus";"70 ";"79520 ";"486 2633 ";" ";"91011 ";"Raamatukogude tegevus ";" ";"10.01.1932 ";"01.07.1927 ";"17 ";"27.04.2000 ";"02.04.2001 ";"61007660 ";"75021729 ";"66 ";"17.03.2009 ";"Leping avaliku raamatukogu ülalpidamiseks ";"Kehtna Vallavolikogu määrus \"Valla rahvaraamatukogude põhimääruste kinnitamine\" ";"Kogub, säilitab ja teeb lugejale kättesaadavaks temale vajalikud trükised, auvised ja teised teavikud ning avalikud andmebaasid."
"75021818";"Valtu Seltsimaja";"Kaerepere alevik, Kehtna vald, Rapla maakond";"M�nniku tn 8";"";"";"";"00000000";"";"";"VALTU.SELTSIMAJA@KEHTNA.EE";"
Valla ametiasutuse hallatav asutus";"70 ";"79520 ";"486 2629 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";"4 ";"01.10.1992 ";"01.10.1992 ";"17 ";"27.04.2000 ";"02.04.2001 ";" ";"75021729 ";"33 ";"17.12.2014 ";"Valtu Põllumajandusliku Osaühistu elamu-kommunaal- ja sotsiaalkultuuriobjektide munitsipaalomandisse üleandmise akt ";"Kehtna Vallavolikogu määrus \"Kultuuriasutuste põhimääruste kinnitamine\"
 ";"Paikkonna kultuurilise teenindamise tagamine ja huvitegevuse korraldamine"
"75021942";"Valtu Spordimaja";"Kaerepere alevik, Kehtna vald, Rapla maakond";"Saare 11";"";"";"";"00000000";"";"";"KALJU.KALDA@KEHTNA.EE";"
Valla ametiasutuse hallatav asutus";"70 ";"79520 ";"489 4160 ";" ";"93111 ";"Spordirajatiste käitus ";"2 ";"21.12.1999 ";"21.12.1999 ";"17 ";"27.04.2000 ";"02.04.2001 ";"61019781 ";"75021729 ";"16 ";"20.05.2003 ";"Kehtna Vallavolikogu otsus \"Kohaliku omavalitsuse asutuse Valtu Spordimaja asutamine ja asutuse põhimääruse kinnitamine\" ";"Kehtna Vallavolikogu määrus \"Valtu Spordimaja põhimääruse kinnitamine\" ";"Spordi ja kehakultuuriga tegelemise võimaldamine"
"75012676";"Vambola Lasteaed";"Soe k�la, Tarvastu vald, Viljandi maakond";"";"";"";"";"00000000";"";"";"MERILA.PIHLAP@MAIL.EE";"
Valla ametiasutuse hallatav asutus";"84 ";"69701 ";"436 8339 ";" ";"85102 ";"Lasteaedade tegevus ";"8 ";"25.02.2005 ";"01.09.2005 ";"17 ";"27.04.2000 ";"16.02.2001 ";"35001579 ";"75012191 ";"1 ";"19.01.2006 ";"Tarvastu Vallavolikogu määrus \"Vambola Lasteaed-Algkooli muutmine lasteaiaks\" ";"Tarvastu Vallavolikogu otsus \"Vambola Lasteaia arengukava, põhimääruse ja hoolekogu põhimääruse kinnitamine\" ";"Lastele hoiu ja alushariduse andmine ning koolitööks ettevalmistamine"
"75017395";"Vana-Kalamaja T�iskasvanute G�mnaasium";"Tallinn, Harju maakond";"Vana-Kalamaja 9";"";"";"";"00000000";"";"";"VKTG@VKTG.TLN.EDU.EE";"
Linna ametiasutuse hallatav asutus";"37 ";"10414 ";"641 3363 ";"641 3424 ";"85312 ";"Põhikoolide tegevus ";"20/545 ";"29.12.1992 ";"29.12.1992 ";"17 ";"27.04.2000 ";"07.11.2000 ";"1251508 ";"75014289 ";"52 ";"19.05.2004 ";"Riigi vara munitsipaalomandusse üleandmise akt ";"Tallinna Linnavalitsuse määrus \"Vana-Kalamaja Täiskasvanute Gümnaasiumi põhimääruse kinnitamine\" ";"Loob koolikohustusliku vanuse ületanud isikutele võimalused põhihariduse omandamiseks ja põhihariduse omandanud isikutele üldkeskhariduse omandamise õhtuses ja kaugõppevormis ning võimaldab põhikooli ja gümnaasiumi lõpetamist eksternina."
"75009510";"Vana-Koiola Rahvamaja";"Vana-Koiola k�la, Laheda vald, P�lva maakond";"";"";"";"";"00000000";"";"";"ANDRES@LAHEDA.EE";"
Valla ametiasutuse hallatav asutus";"65 ";"63010 ";"79 94 389 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";"3 11/06/156 ";"22.11.1994 ";"22.11.1994 ";"17 ";"27.04.2000 ";"11.09.2000 ";"54003503 ";"75009467 ";"6 ";"24.04.2014 ";"Riigivarana arvele võetud sotsiaal-kultuuriobjektide munitsipaalomandusse üleandmise akt ";"Laheda Vallavolikogu määrus \"Vana-Koiola Rahvamaja põhimäärus\" ";"Vabahariduse ja elukestva õppe alusel harrastustegevuse loominguliste huvirühmade töö korraldamine, koordineerimine, nõustamine ja abistamine. Ürituste korraldamine ja vahendamine, seminaride, kursuste, kontsertide, etenduste, vastuvõttude ja teiste kultuuriürituste algatamine, organiseerimine ja korraldamine"
"75021089";"Vana-Vastseliina Raamatukogu";"Vana-Vastseliina k�la, Vastseliina vald, V�ru maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"86 ";"65201 ";"078 56840 ";" ";"91011 ";"Raamatukogude tegevus ";" ";"21.01.1998 ";"21.01.1998 ";"17 ";"27.04.2000 ";"16.01.2001 ";"38002473 ";"75021020 ";"23 ";"02.11.2000 ";"Meremäe vallalt Vastseliina vallale varade üleandmise ja vastuvõtmise akt ";"Vastseliina Vallavolikogu määrus \"Vastseliina valla raamatukogude põhimääruste kinnitamine\" ";"Kogub, säilitab ja teeb lugejale kättesaadavaks temale vajalikud trükised ja teavikud ning avalikud andmebaasid"
"75024107";"Vana-Vigala Lasteaed";"Vana-Vigala k�la, Vigala vald, Rapla maakond";"Lauluv�ljaku 2";"";"";"";"00000000";"";"";"AVE.LAZAREV@MAIL.EE";"
Valla ametiasutuse hallatav asutus";"70 ";"78003 ";"48 24 516 ";" ";"85102 ";"Lasteaedade tegevus ";"100 ";"03.05.1990 ";"03.05.1990 ";"17 ";"27.04.2000 ";"17.01.2001 ";" ";"75024030 ";"9 ";"30.04.2009 ";"Rapla Maakonnavalitsuse korraldus ";"Vigala Vallavolikogu määrus \"Vana-Vigala Lasteaia põhimäärus\" ";"Võimaldab koolieelsete laste hoidu ja alushariduse omandamist"
"75024063";"Vana-Vigala P�hikool";"Vana-Vigala k�la, Vigala vald, Rapla maakond";"Hariduse tn 4";"";"";"";"00000000";"";"";"VIGALA.POHIKOOL@GMAIL.EE";"
Valla ametiasutuse hallatav asutus";"70 ";"78003 ";"48 24 582 ";" ";"85312 ";"Põhikoolide tegevus ";"100 ";"03.05.1990 ";"03.05.1990 ";"17 ";"27.04.2000 ";"17.01.2001 ";"61001090 ";"75024030 ";"16 ";"30.12.2010 ";"Rapla Maakonnavalitsuse korraldus ";"Vigala Vallavolikogu määrus \"Vana-Vigala Põhikooli põhimäärus\" ";"Võimaluste loomine õpilastele põhihariduse omandamiseks ja koolikohustuse täitmiseks"
"75024515";"Vana-Vigala Raamatukogu";"Vana-Vigala k�la, Vigala vald, Rapla maakond";"Jaama tn 23";"";"";"";"00000000";"";"";"VANAVIGALARAAM@HOT.EE";"
Valla ametiasutuse hallatav asutus";"70 ";"78003 ";"482 4419 ";" ";"91011 ";"Raamatukogude tegevus ";"100 ";"03.05.1990 ";"03.05.1990 ";"17 ";"27.04.2000 ";"18.01.2001 ";" ";"75024030 ";"12 ";"29.11.2007 ";"Rapla Maakonnavalitsuse korraldus ";"Vigala Vallavolikogu määrus \"Vana-Vigala Raamatukogu põhimääruse kinnitamine\" ";"Kogub, komplekteerib,säilitab ja teeb lugejatele kättesaadavaks temale vajalikud trükised ning avalikud andmebaasid."
"75024047";"Vana-Vigala Rahvamaja";"Vana-Vigala k�la, Vigala vald, Rapla maakond";"Jaama tn 21";"";"";"";"00000000";"";"";"ASTRA.POLMA@GMAIL.COM";"
Valla ametiasutuse hallatav asutus";"70 ";"78003 ";"482 4581 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";"100 ";"03.05.1990 ";"03.05.1990 ";"17 ";"27.04.2000 ";"17.01.2001 ";" ";"75024030 ";"54 ";"29.11.2000 ";"Rapla Maakonnavalitsuse korraldus ";"Vigala Vallavolikogu määrus \"Vana-Vigala Rahvamaja põhimääruse kinnitamine\" ";"Kultuurilise teenendamise tagamine ja huvitegevuse korraldamine"
"70004643";"Vana-Vigala Tehnika- ja Teeninduskool";"Vana-Vigala k�la, Vigala vald, Rapla maakond";"";"";"";"";"00000000";"";"";"KOOL@VIGALATTK.EE";"
Valitsusasutuse hallatav riigiasutus";"70 ";"78003 ";"482 4545 ";"482 4450 ";"85321 ";"Kutseõppeasutuste tegevus ";"128 ";"15.05.1990 ";"15.05.1990 ";"17 ";"27.04.2000 ";"14.04.1999 ";"61001083 ";"70000740 ";"29 ";"25.05.2010 ";"Eesti NSV Haridusministeeriumi käskkiri \"Kutsekoolide nimede muutmine\" ";"Haridus- ja teadusministri määrus \"Vana-Vigala Tehnika- ja Teeninduskooli põhimäärus\" ";"Ehituse, mehaanika, toiduainete, toitlustus- ja majutusteeninduse, turismiteeninduse ja infotehnoloogia valdkondades põhi- ja keskhariduse baasil kutsekeskhariduse omandamise võimaldamine"
"75025288";"Vana-V�idu Lasteaed";"Vana-V�idu k�la, Viljandi vald, Viljandi maakond";"Vana-V�idu pst 4";"";"";"";"00000000";"";"";"EHA.PIHLAK@VILJANDIVALD.EE";"
Valla ametiasutuse hallatav asutus";"84 ";"70108 ";"432 5135 ";" ";"85102 ";"Lasteaedade tegevus ";"408 ";"10.09.1991 ";"01.09.1991 ";"17 ";"27.04.2000 ";"01.12.2015 ";" ";"75038606 ";"86 ";"23.09.2015 ";"Viljandi Maakonnavalitsuse määrus \"Viiratsi Riigimajandi Viiratsi ja Uusna lastepäevakodu ning Vana-Võidu Tehnikumi lastepäevakodu üleandmine Viiratsi Küla RSN Täitevkomitee alluvusse\" ";"Viljandi Vallavolikogu määrus \"Vana-Võidu lasteaia põhimäärus\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist"
